rule_id,source_rule_candidate_id,source_obligation_id,parent_record_id,article_id,paragraph_id,article_title,section_id,section_title,product_scope,channel_scope,rule_family,logic_type,detection_target,sir_link_type,sir_candidate_fields,evidence_source,evaluation_hint,rule_candidate_summary,obligation_summary,source_span_text,compile_status,manual_verified,reviewer_note
law_fincpa_main_2026-01-02:제17조:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제17조:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제17조:⑤:ob01,law_fincpa_main_2026-01-02:제17조:⑤,제17조,⑤,적합성원칙,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation|contracting,suitability,required_process,workflow_metadata,derived_decision_field,consumer_type|suitability_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Exempt suitability assessment requirements (paragraphs 1 through 3) when selling private equity funds to professional-type private collective investment schemes.,Exempt suitability principle requirements when selling private equity funds to professional-type private collective investment schemes.,금융상품판매업자등이 「자본시장과 금융투자업에 관한 법률」 제249조의2에 따른 전문투자형 사모집합투자기구의 집합투자증권을 판매하는 경우에는 제1항부터 제3항까지의 규정을 적용하지 아니한다.,included_in_layer4_mvp_v0_1,no,This rule establishes a conditional exemption from suitability assessment workflows based on the specific product type (professional-type private collective investment scheme) and consumer profile.
law_fincpa_main_2026-01-02:제17조:⑤:ob02:rule01,law_fincpa_main_2026-01-02:제17조:⑤:ob02:rule01,law_fincpa_main_2026-01-02:제17조:⑤:ob02,law_fincpa_main_2026-01-02:제17조:⑤,제17조,⑤,적합성원칙,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation|contracting,suitability,required_process,workflow_metadata,direct_workflow_field,consumer_type|suitability_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,"If a qualified investor who is a general financial consumer requests the application of the suitability principle, the system must process the request and apply the suitability assessment workflow.",Apply suitability principle requirements if a general financial consumer among qualified investors requests it under Presidential Decree.,"다만, 같은 법 제249조의2에 따른 적격투자자 중 일반금융소비자등 대통령령으로 정하는 자가 대통령령으로 정하는 바에 따라 요청하는 경우에는 그러하지 아니하다.",included_in_layer4_mvp_v0_1,no,This rule governs the workflow exception where a qualified investor requests to opt back into the suitability assessment framework. The system must log the request and trigger the suitability check.
law_fincpa_main_2026-01-02:제18조:①:ob01:rule01,law_fincpa_main_2026-01-02:제18조:①:ob01:rule01,law_fincpa_main_2026-01-02:제18조:①:ob01,law_fincpa_main_2026-01-02:제18조:①,제18조,①,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,insurance,contracting,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_profile|adequacy_check,consumer_profile_form,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Verify that consumer profile information for insurance (보장성) products is gathered through interviews or questionnaires before concluding a contract without prior solicitation.,Gather consumer profile information for insurance (보장성) products through interviews or questionnaires before contracting without solicitation.,보장성 상품: 제17조제2항제1호 각 목의 정보,included_in_layer4_mvp_v0_1,no,This rule enforces the adequacy principle (적정성원칙) specifically for insurance products when a general consumer initiates a contract without solicitation.
law_fincpa_main_2026-01-02:제18조:①:ob02:rule01,law_fincpa_main_2026-01-02:제18조:①:ob02:rule01,law_fincpa_main_2026-01-02:제18조:①:ob02,law_fincpa_main_2026-01-02:제18조:①,제18조,①,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,investment,contracting,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_profile|adequacy_check,consumer_profile_form,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Verify that consumer profile information for investment products is gathered via interview or questionnaire before concluding a contract without prior solicitation.,Gather consumer profile information for investment (투자성) products through interviews or questionnaires before contracting without solicitation.,투자성 상품: 제17조제2항제2호 각 목의 정보,included_in_layer4_mvp_v0_1,no,"This rule enforces the adequacy principle (적정성원칙) for investment products under Article 18, Paragraph 1, requiring active profile gathering even in non-solicited transactions."
law_fincpa_main_2026-01-02:제18조:①:ob03:rule01,law_fincpa_main_2026-01-02:제18조:①:ob03:rule01,law_fincpa_main_2026-01-02:제18조:①:ob03,law_fincpa_main_2026-01-02:제18조:①,제18조,①,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,loan,contracting,adequacy,required_process,consumer_profile,direct_workflow_field,consumer_profile|adequacy_check,consumer_profile_form,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,"Before concluding a loan contract without prior solicitation, the financial sales agent must gather the consumer's profile information (including property status, debt status, and net worth) through interviews or questionnaires.",Gather consumer profile information for loan (대출성) products through interviews or questionnaires before contracting without solicitation.,대출성 상품: 제17조제2항제3호 각 목의 정보,included_in_layer4_mvp_v0_1,no,"This rule implements the adequacy principle specifically for loan products (대출성 상품) under Article 18 Paragraph 1, requiring the collection of consumer profile data prior to contract execution when no solicitation occurred."
law_fincpa_main_2026-01-02:제18조:②:ob01:rule01,law_fincpa_main_2026-01-02:제18조:②:ob01:rule01,law_fincpa_main_2026-01-02:제18조:②:ob01,law_fincpa_main_2026-01-02:제18조:②,제18조,②,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,multiple,solicitation|contracting,adequacy,required_process,workflow_metadata,derived_decision_field,adequacy_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,"Ensure that if a financial product is determined to be unsuitable for a general financial consumer based on the adequacy assessment, a notification of unsuitability is generated and delivered to the consumer.",Notify the general financial consumer if a product is determined to be unsuitable based on the adequacy assessment.,해당 금융상품 이 그 일반금융소비자에게 적정하지 아니하다고 판단되는 경우에는 대통령령으로 정하는 바 에 따라 그 사실을 알리고,included_in_layer4_mvp_v0_1,no,This rule requires a system check to verify that an unsuitability notification was triggered and sent to the consumer whenever the adequacy assessment result is 'unsuitable'.
law_fincpa_main_2026-01-02:제18조:②:ob02:rule01,law_fincpa_main_2026-01-02:제18조:②:ob02:rule01,law_fincpa_main_2026-01-02:제18조:②:ob02,law_fincpa_main_2026-01-02:제18조:②,제18조,②,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,multiple,solicitation|contracting,adequacy,required_record,record_system,direct_record_field,adequacy_check|explanation_confirmation|activity_record,record_archive,"Flag when the required log, archive entry, or registry record is missing.","Verify that the system captures and stores the general financial consumer's confirmation (via signature, seal, audio recording, or other prescribed methods) immediately after they are notified of product unsuitability.","Obtain confirmation from the general financial consumer via signature, seal, audio recording, or other prescribed methods after notifying them of unsuitability.","그 일반금융소비자로부터 서명, 기명날인, 녹취, 그 밖에 대통령령 으로 정하는 방법으로 확인을 받아야 한다",included_in_layer4_mvp_v0_1,no,"This rule ensures that the system maintains a verifiable audit trail of the consumer's explicit acknowledgment of the unsuitability warning, matching the methods specified in the Enforcement Decree."
law_fincpa_main_2026-01-02:제18조:④:ob01:rule01,law_fincpa_main_2026-01-02:제18조:④:ob01:rule01,law_fincpa_main_2026-01-02:제18조:④:ob01,law_fincpa_main_2026-01-02:제18조:④,제18조,④,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation|contracting,adequacy,required_process,workflow_metadata,derived_decision_field,product_identity|adequacy_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Exempt the application of the adequacy principle (Paragraphs 1 and 2) when selling private equity investment securities under the Capital Markets Act.,Exempt the application of the adequacy principle (Paragraphs 1 and 2) when selling private equity investment securities under the Capital Markets Act.,금융상품판매업자가 「자본시장과 금융투자업에 관한 법률」 제249조의2에 따른 전문투자 형 사모집합투자기구의 집합투자증권을 판매하는 경우에는 제1항과 제2항을 적용하지 아니 한다.,included_in_layer4_mvp_v0_1,no,This rule establishes a conditional exemption from the adequacy assessment workflow when the product identity is verified as a private equity investment security under the Capital Markets Act.
law_fincpa_main_2026-01-02:제18조:④:ob02:rule01,law_fincpa_main_2026-01-02:제18조:④:ob02:rule01,law_fincpa_main_2026-01-02:제18조:④:ob02,law_fincpa_main_2026-01-02:제18조:④,제18조,④,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation|contracting,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_type|adequacy_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Establish a workflow to process and apply adequacy assessment procedures to private equity sales when an eligible general financial consumer requests such assessment.,Apply the adequacy principle to private equity sales if requested by eligible general financial consumers as prescribed by Presidential Decree.,"다만, 같은 법 제249조의2에 따른 적격투자자 중 일반금융소비자 등 대통령령으로 정 하는 자가 대통령령으로 정하는 바에 따라 요청하는 경우에는 그러하지 아니하다.",included_in_layer4_mvp_v0_1,no,"This rule governs the operational workflow for handling consumer requests to opt-in to adequacy assessments for private equity products, overriding default exemptions."
law_fincpa_main_2026-01-02:제18조:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제18조:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제18조:⑤:ob01,law_fincpa_main_2026-01-02:제18조:⑤,제18조,⑤,적정성원칙,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|contracting,adequacy,required_process,workflow_metadata,direct_workflow_field,consumer_type|suitability_check|adequacy_check,workflow_log,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,Ensure eligible consumers defined by Presidential Decree are notified in advance of their right to request the application of suitability and adequacy principles.,Notify eligible consumers in advance that they can request the application of suitability and adequacy principles.,금융상품판매업자는 같은 항 단서에 따라 대통령령으로 정하는 자에게 제 1항과 제2항의 적용을 별도로 요청할 수 있음을 대통령령으로 정하는 바에 따라 미리 알려야 한다.,included_in_layer4_mvp_v0_1,no,This rule requires verifying that a pre-sale notification workflow was triggered and completed for eligible consumers before proceeding with the transaction.
law_fincpa_main_2026-01-02:제19조:①:ob01:rule01,law_fincpa_main_2026-01-02:제19조:①:ob01:rule01,law_fincpa_main_2026-01-02:제19조:①:ob01,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,insurance,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|explanation_confirmation|insurance_warning,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"보장성 상품 권유 또는 설명 요청 시 보험료, 지급제한 사유, 위험보장 범위 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.","보장성 상품 권유 또는 설명 요청 시 보험료, 지급제한 사유, 위험보장 범위 등 중요 사항을 일반금융소비자에게 설명해야 함",가. 보장성 상품 1) 보장성 상품의 내용 2) 보험료... 3) 보험금... 지급제한 사유 및 지급절차 4) 위험보장의 범위 5) 그 밖에 위험보장 기간 등 보장성 상품에 관한 중요한 사항으로서 대통령령으로 정하는 사항,included_in_layer4_mvp_v0_1,no,"보장성 상품(보험 등)의 핵심 설명 항목인 보험료, 지급제한 사유, 위험보장 범위가 설명서 및 고객 확인서에 포함되어 있는지 검증하는 규칙입니다."
law_fincpa_main_2026-01-02:제19조:①:ob02:rule01,law_fincpa_main_2026-01-02:제19조:①:ob02:rule01,law_fincpa_main_2026-01-02:제19조:①:ob02,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|investment_warning|explanation_confirmation,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"투자성 상품 권유 또는 설명 요청 시 상품 내용, 투자 위험, 위험등급, 수수료 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.","투자성 상품 권유 또는 설명 요청 시 상품 내용, 투자 위험, 위험등급, 수수료 등 중요 사항을 일반금융소비자에게 설명해야 함",나. 투자성 상품 1) 투자성 상품의 내용 2) 투자에 따른 위험 3) ...위험등급 4) 그 밖에 금융소비자가 부담해야 하는 수수료 등 투자성 상품에 관한 중요한 사항으로서 대통령령으로 정하는 사항,included_in_layer4_mvp_v0_1,no,"투자성 상품의 핵심 설명 항목인 투자위험, 위험등급, 수수료 등이 설명서 및 고객 확인서에 누락 없이 포함되어 있는지 검증하는 규칙입니다."
law_fincpa_main_2026-01-02:제19조:①:ob03:rule01,law_fincpa_main_2026-01-02:제19조:①:ob03:rule01,law_fincpa_main_2026-01-02:제19조:①:ob03,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,deposit,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|product_core_terms|loan_rate_basis,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"예금성 상품 권유 또는 설명 요청 시 상품 내용, 이자율, 수익률 등 중요 사항을 일반금융소비자에게 설명하고 확인을 받아야 한다.","예금성 상품 권유 또는 설명 요청 시 상품 내용, 이자율, 수익률 등 중요 사항을 일반금융소비자에게 설명해야 함","다. 예금성 상품 1) 예금성 상품의 내용 2) 그 밖에 이자율, 수익률 등 예금성 상품에 관한 중요한 사항으로서 대통령령으로 정하는 사항",included_in_layer4_mvp_v0_1,no,"예금성 상품의 핵심 설명 항목인 상품 내용, 이자율, 수익률 등이 설명서 및 고객 확인서에 포함되어 있는지 검증하는 규칙입니다."
law_fincpa_main_2026-01-02:제19조:①:ob04:rule01,law_fincpa_main_2026-01-02:제19조:①:ob04:rule01,law_fincpa_main_2026-01-02:제19조:①:ob04,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,loan,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|loan_conditions|loan_rate_basis|loan_interest_timing|loan_costs,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"Verify that the explanation material for loan products contains interest rate variability, early repayment fees, collateral/mortgage terms, and the total amount to be paid by the consumer.","대출성 상품 권유 또는 설명 요청 시 금리 변동 여부, 중도상환수수료, 담보권 설정, 총 부담 금액 등 중요 사항을 일반금융소비자에게 설명해야 함","라. 대출성 상품 1) 금리 및 변동 여부, 중도상환수수료... 2) 상환방법에 따른 상환금액ㆍ이자율ㆍ시기 3) 저당권 등 담보권 설정에 관한 사항... 4) 대출원리금, 수수료 등 금융소비자가 대출계약을 체결하는 경우 부담하여야 하는 금액의 총액 5) 그 밖에 대출계약의 해지에 관한 사항 등 대출성 상품에 관한 중요한 사항으로서 대통령령으로 정하는 사항",included_in_layer4_mvp_v0_1,no,"This rule maps the specific statutory disclosure items for loan products (interest rate variability, early repayment fees, collateral, and total cost) directly to the explanation material content requirements."
law_fincpa_main_2026-01-02:제19조:①:ob05:rule01,law_fincpa_main_2026-01-02:제19조:①:ob05:rule01,law_fincpa_main_2026-01-02:제19조:①:ob05,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,multiple,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|product_core_terms,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"금융상품과 연계되거나 제휴된 서비스가 있는 경우, 해당 연계·제휴 서비스의 구체적 내용, 이행책임 주체 및 제공기간 등 중요 사항을 설명 자료에 포함하고 소비자에게 명확히 설명해야 한다.","금융상품과 연계되거나 제휴된 서비스가 있는 경우 연계·제휴 서비스의 내용, 이행책임, 제공기간 등을 설명해야 함",2. 제1호 각 목의 금융상품과 연계되거나 제휴된 금융상품 또는 서비스 등... 가. 연계ㆍ제휴서비스등의 내용 나. 연계ㆍ제휴서비스등의 이행책임에 관한 사항 다. 그 밖에 연계ㆍ제휴서비스등의 제공기간 등 연계ㆍ제휴서비스등에 관한 중요한 사항으로서 대통령령으로 정하는 사항,included_in_layer4_mvp_v0_1,no,"연계·제휴 서비스의 내용, 이행책임, 제공기간은 금융소비자보호법 제19조 제1항 제2호에 따른 필수 설명 사항이므로 설명서 및 설명 확인 프로세스 내에 해당 항목들이 누락 없이 반영되어 있는지 검증해야 합니다."
law_fincpa_main_2026-01-02:제19조:①:ob06:rule01,law_fincpa_main_2026-01-02:제19조:①:ob06:rule01,law_fincpa_main_2026-01-02:제19조:①:ob06,law_fincpa_main_2026-01-02:제19조:①,제19조,①,설명의무,제2절,금융상품 유형별 영업행위 준수사항,multiple,solicitation|contracting,explanation,required_presence,content_text,direct_content_field,explanation_material|explanation_confirmation,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"When soliciting a financial product or upon a consumer's request for explanation, the seller must explain the deadline, method of exercise, and legal effects of subscription withdrawal.","금융상품 계약 체결 권유 또는 설명 요청 시 청약 철회의 기한, 행사방법, 효과에 관한 사항을 설명해야 함",3. 제46조에 따른 청약 철회의 기한ㆍ행사방법ㆍ효과에 관한 사항,included_in_layer4_mvp_v0_1,no,This rule directly maps to the mandatory explanation content regarding subscription withdrawal (Article 46) under the Financial Consumer Protection Act.
